main_match_ratio,other_match_ratio,staple_match_ratio,missing_main_count,missing_other_count,missing_staple_count,calories,protein,fat,protein_ratio,fat_ratio,region_match,is_vegan_safe,is_vegetarian_safe_absolute,is_flexible_safe_absolute,is_user_diet_safe,low_calorie_penalty,preferred_main_overlap,preferred_course_overlap,within_cooking_time,relevance,qid
1.0,0.3333333333333333,0.0,0,2,0,653.3,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,3.0,10
1.0,0.3333333333333333,0.0,0,2,1,397.6,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,10
1.0,0.3333333333333333,0.0,0,2,0,333.9,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,2.0,10
1.0,0.25,0.0,0,3,0,537.4,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,1.0,10
1.0,0.2,0.0,0,4,1,392.4,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,10
1.0,0.0,0.0,0,4,1,224.1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,11
1.0,0.0,0.0,0,3,0,254.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,11
0.5,0.0,0.0,1,4,0,214.0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,11
0.5,0.0,0.0,1,4,1,422.0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,11
0.5,0.0,0.0,1,2,0,238.5,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,1.0,11
0.0,0.3333333333333333,0.0,0,2,0,540.0,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,12
0.0,0.2,0.0,0,4,1,112.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,12
0.0,0.2,0.0,0,4,2,181.8,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,12
0.0,0.2,0.0,0,4,1,582.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,12
0.0,0.16666666666666666,0.0,0,5,2,115.5,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,12
0.0,0.3333333333333333,0.0,0,2,0,540.0,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,13
0.0,0.2,0.0,0,4,1,112.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,13
0.0,0.2,0.0,0,4,2,181.8,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,13
0.0,0.2,0.0,0,4,1,582.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,13
0.0,0.16666666666666666,0.0,0,5,2,115.5,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,13
0.0,0.25,0.0,1,3,2,941.5,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,14
0.0,0.0,0.0,0,9,1,474.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,14
0.0,0.0,0.0,0,5,2,606.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,14
0.0,0.0,0.0,0,4,0,1387.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,14
0.0,0.0,0.0,0,5,0,62.1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,14
0.0,0.0,1.0,0,7,0,1714.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,15
0.0,0.0,1.0,0,3,0,292.1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,15
0.0,0.0,1.0,0,3,0,361.2,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,15
0.0,0.0,1.0,0,1,0,493.2,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,15
0.0,0.0,1.0,0,5,0,102.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,15
0.0,0.14285714285714285,1.0,0,6,0,120.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,16
0.0,0.1111111111111111,1.0,0,8,0,372.8,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,16
0.0,0.08333333333333333,1.0,0,11,0,596.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,16
0.0,0.0,1.0,0,5,0,254.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,16
0.0,0.0,1.0,0,5,0,102.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,16
0.0,0.5,0.0,0,1,1,293.0,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,2.0,17
0.0,0.5,0.0,0,1,0,168.6,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,3.0,17
0.0,0.3333333333333333,0.0,0,2,1,2114.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,17
0.0,0.25,0.0,0,3,2,1928.7,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,17
0.0,0.25,0.0,0,3,0,84.3,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,1.0,17
0.0,0.0,1.0,0,3,0,224.0,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,20
0.0,0.0,1.0,0,4,0,442.1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,20
0.0,0.0,1.0,0,4,0,329.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,20
0.0,0.0,1.0,0,8,0,163.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,20
0.0,0.0,1.0,0,3,0,1902.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,20
0.0,0.0,1.0,0,8,0,163.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,21
0.0,0.0,1.0,0,4,0,442.1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,21
0.0,0.0,1.0,0,4,0,329.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,21
0.0,0.0,1.0,0,3,0,1902.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,21
0.0,0.0,1.0,0,3,0,224.0,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,21
1.0,0.0,1.0,0,3,0,295.5,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,3.0,22
1.0,0.0,1.0,0,5,0,151.1,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,2.0,22
1.0,0.16666666666666666,0.0,0,5,2,240.1,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,1.0,22
1.0,0.0,0.0,0,6,2,287.2,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,22
1.0,0.0,0.0,0,7,2,127.5,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,22
1.0,0.0,1.0,0,3,0,295.5,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,3.0,23
1.0,0.0,1.0,0,5,0,151.1,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,1.0,23
1.0,0.0,0.0,0,4,0,84.2,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,2.0,23
1.0,0.0,0.0,0,6,2,346.9,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,23
1.0,0.0,0.0,0,9,1,502.7,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,23
1.0,0.0,1.0,0,5,0,151.1,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,2.0,24
1.0,0.0,1.0,0,3,0,295.5,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,3.0,24
1.0,0.0,0.0,0,5,0,70.0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,1.0,24
1.0,0.0,0.0,0,5,1,368.4,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,24
1.0,0.0,0.0,0,6,1,196.6,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,24
1.0,0.0,0.0,0,7,0,188.2,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,27
1.0,0.0,0.0,0,4,0,292.7,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,3.0,27
1.0,0.0,0.0,0,6,0,225.9,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,2.0,27
1.0,0.0,0.0,0,7,2,216.2,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,27
1.0,0.0,0.0,0,6,0,43.8,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,1.0,27
1.0,0.0,0.0,0,7,0,188.2,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,28
1.0,0.0,0.0,0,4,0,292.7,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,3.0,28
1.0,0.0,0.0,0,6,0,225.9,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,2.0,28
1.0,0.0,0.0,0,7,2,216.2,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,28
1.0,0.0,0.0,0,6,0,43.8,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,1.0,28
0.0,0.0,1.0,0,3,0,49.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,32
0.0,0.0,1.0,0,4,0,115.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,32
0.0,0.0,0.5,0,5,1,242.7,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,32
0.0,0.0,0.5,0,6,1,336.5,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,32
0.0,0.0,0.5,0,3,1,74.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,32
0.0,0.0,1.0,0,4,0,115.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,33
0.0,0.0,1.0,0,3,0,49.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,33
0.0,0.5,0.0,0,1,1,432.8,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,3.0,33
0.0,0.0,0.5,0,2,1,121.4,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,1.0,33
0.0,0.0,0.5,0,6,1,115.5,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,33
0.0,0.0,1.0,0,3,0,406.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,34
0.0,0.0,1.0,0,7,0,224.1,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,0.0,34
0.0,0.0,1.0,0,6,0,306.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,34
0.0,0.0,1.0,0,4,0,1633.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,34
0.0,0.0,1.0,1,7,0,849.0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,34
0.0,0.25,0.0,0,3,0,165.8,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,35
0.0,0.2,0.0,0,4,0,69.0,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,2.0,35
0.0,0.16666666666666666,0.0,0,5,1,514.3,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,35
0.0,0.16666666666666666,0.0,0,5,0,166.1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,35
0.0,0.14285714285714285,0.0,0,6,0,364.1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,35
0.0,0.0,0.0,0,1,0,58.2,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,36
0.0,0.0,0.0,0,9,1,474.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,36
0.0,0.0,0.0,0,5,2,606.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,36
0.0,0.0,0.0,0,4,0,1387.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,36
0.0,0.0,0.0,0,5,0,62.1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,36
0.0,0.6666666666666666,0.0,0,1,2,108.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,38
0.0,0.5,0.0,0,1,1,596.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,38
0.0,0.5,0.0,0,1,1,327.2,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,38
0.0,0.5,0.0,0,1,0,64.4,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,3.0,38
0.0,0.5,0.0,0,1,1,57.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,38
0.0,0.6666666666666666,0.0,0,1,2,108.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,39
0.0,0.5,0.0,0,1,1,596.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,39
0.0,0.5,0.0,0,1,1,327.2,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,39
0.0,0.5,0.0,0,1,0,64.4,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,3.0,39
0.0,0.5,0.0,0,1,1,57.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,39
1.0,0.16666666666666666,0.0,0,5,1,324.9,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,2.0,40
1.0,0.0,0.0,0,5,1,515.1,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,1.0,40
1.0,0.0,0.0,0,3,2,242.6,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,3.0,40
1.0,0.0,0.0,0,6,1,353.6,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,40
1.0,0.0,0.0,0,5,1,491.5,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,40
0.0,0.3333333333333333,0.0,0,2,1,160.2,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,41
0.0,0.2,0.0,0,4,1,205.7,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,41
0.0,0.16666666666666666,0.0,0,5,1,783.7,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,41
0.0,0.16666666666666666,0.0,0,5,0,212.0,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,41
0.0,0.125,0.0,0,7,2,320.0,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,41
0.0,0.3333333333333333,1.0,0,2,0,160.2,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,42
0.0,0.0,1.0,0,4,0,339.3,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,42
0.0,0.0,1.0,0,5,0,674.2,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,42
0.0,0.0,1.0,0,3,0,262.2,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,42
0.0,0.0,1.0,0,3,0,347.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,42
0.0,0.3333333333333333,1.0,0,2,0,160.2,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,43
0.0,0.0,1.0,0,7,0,372.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,43
0.0,0.0,1.0,0,1,0,249.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,43
0.0,0.0,1.0,0,5,0,115.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,43
0.0,0.0,1.0,0,2,0,308.5,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,43
0.0,0.0,1.0,0,7,0,339.3,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,44
0.0,0.0,1.0,0,1,0,19.5,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,3.0,44
0.0,0.0,1.0,0,4,0,208.7,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,44
0.0,0.0,1.0,0,4,0,455.9,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,1.0,44
0.0,0.0,1.0,0,4,0,141.2,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,44
0.0,0.0,1.0,0,4,0,141.2,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,45
0.0,0.0,1.0,0,5,0,115.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,45
0.0,0.0,1.0,0,5,0,433.7,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,45
0.0,0.0,1.0,0,1,0,19.5,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,3.0,45
0.0,0.0,1.0,0,5,0,248.5,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,45
0.0,0.3333333333333333,0.0,0,2,0,85.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,46
0.0,0.3333333333333333,0.0,0,2,1,525.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,46
0.0,0.3333333333333333,0.0,0,2,1,120.0,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,46
0.0,0.2,0.0,0,4,3,537.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,46
0.0,0.2,0.0,0,4,0,153.2,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,46
0.0,0.3333333333333333,0.0,0,2,0,85.9,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,47
0.0,0.3333333333333333,0.0,0,2,1,525.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,47
0.0,0.3333333333333333,0.0,0,2,1,120.0,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,47
0.0,0.2,0.0,0,4,3,537.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,47
0.0,0.2,0.0,0,4,0,153.2,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,47
0.0,0.0,1.0,0,6,0,231.5,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,49
0.0,0.0,0.5,0,5,1,606.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,49
0.0,0.0,0.5,0,9,1,183.6,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,0.0,49
0.0,0.0,0.5,0,5,1,383.4,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,0.0,49
0.0,0.0,0.5,0,2,1,297.2,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,3.0,49
0.0,0.0,1.0,0,6,0,1239.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,50
0.0,0.0,1.0,0,6,0,231.5,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,50
0.0,0.0,1.0,0,2,0,434.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,50
0.0,0.0,0.5,0,5,1,606.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,50
0.0,0.0,0.5,0,9,1,183.6,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,0.0,50
0.0,0.0,1.0,0,6,0,1239.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,51
0.0,0.0,1.0,0,6,0,231.5,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,51
0.0,0.0,1.0,0,2,0,434.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,3.0,51
0.0,0.0,0.5,0,5,1,606.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,51
0.0,0.0,0.5,0,9,1,183.6,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,0.0,51
0.0,0.0,1.0,0,6,0,231.5,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,53
0.0,0.0,0.5,0,5,1,606.6,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,53
0.0,0.0,0.5,0,9,1,183.6,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,0.0,53
0.0,0.0,0.5,0,5,1,383.4,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,0.0,53
0.0,0.0,0.5,0,2,1,297.2,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,3.0,53
1.0,0.0,0.0,0,2,1,432.3,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,2.0,54
1.0,0.0,0.0,0,3,1,317.6,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,1.0,54
1.0,0.0,0.0,0,7,1,482.4,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,54
1.0,0.0,0.0,0,3,0,119.9,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,3.0,54
1.0,0.0,0.0,0,6,1,442.5,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,54
1.0,0.0,0.0,0,2,1,432.3,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,2.0,55
1.0,0.0,0.0,0,7,1,482.4,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,55
1.0,0.0,0.0,0,3,0,119.9,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,3.0,55
1.0,0.0,0.0,0,6,1,442.5,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,1.0,55
0.5,0.0,0.0,1,4,2,329.7,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,55
1.0,0.3333333333333333,0.0,0,2,0,119.9,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,3.0,56
1.0,0.0,0.0,0,2,1,432.3,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,2.0,56
1.0,0.0,0.0,0,7,1,482.4,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,56
1.0,0.0,0.0,0,6,1,442.5,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,1.0,56
0.0,1.0,0.0,1,0,0,693.5,0,0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,56
0.0,0.14285714285714285,0.0,0,6,0,439.7,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,3.0,58
0.0,0.125,0.0,0,7,1,1398.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,58
0.0,0.09090909090909091,0.0,0,10,1,4.2,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,0.0,58
0.0,0.0,0.0,0,5,1,97.4,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,2.0,58
0.0,0.0,0.0,0,5,1,394.1,0,0,0.0,0.0,0,0,1,1,1,1,0,0,1,1.0,58
0.0,0.14285714285714285,0.0,0,6,0,439.7,0,0,0.0,0.0,0,1,1,1,1,1,0,0,1,3.0,59
